Hugo_Symbol	Entrez_Gene_Id	TCGA-38-4628-11	TCGA-38-4629-11	TCGA-38-4630-11	TCGA-44-3918-11	TCGA-44-3919-11	TCGA-44-4112-11	TCGA-49-4486-11	TCGA-49-4494-11	TCGA-49-4501-11	TCGA-49-4505-11	TCGA-49-4506-11	TCGA-49-4507-11	TCGA-49-4510-11	TCGA-55-1592-11	TCGA-55-1594-11	TCGA-55-1595-11	TCGA-55-1596-11	TCGA-73-4659-11	TCGA-73-4662-11	TCGA-73-4666-11	TCGA-73-4668-11	TCGA-73-4670-11	TCGA-73-4675-11	TCGA-73-4677-11
CENPBD1	92806	0.110226922	0.113222799	0.076764365	0.070814385	0.071605397	0.127735148	0.044563786	0.052437094	0.077792577	0.044270426	0.126732502	0.055103642	0.099055228	0.085163127	0.065161783	0.104493407	0.051509809	0.056781309	0.098598394	0.044161237	0.111137972	0.05394736	0.048486509	0.156365905
C1orf201	90529	0.914720799	0.854333876	0.838602076	0.89358346	0.917408774	0.909783409	0.906528708	0.92037257	0.885624732	0.885241584	0.844434145	0.893013625	0.870646191	0.911215652	0.797509119	0.899637306	0.901957374	0.876884102	0.922855715	0.868776448	0.840221652	0.908723985	0.839194904	0.883654368
KCNJ13	3769	0.868738006	0.878428835	0.867413765	0.893370564	0.874080911	0.874473251	0.833798255	0.848103925	0.831940343	0.823982116	0.826534634	0.851617069	0.839768043	0.858410838	0.866689551	0.857791878	0.861690691	0.831391703	0.844205598	0.843749409	0.908363431	0.853279043	0.832380025	0.790127577
GAS7	8522	0.043065725	0.031785147	0.036095	0.049663704	0.040828122	0.046748526	0.04672246	0.029008368	0.036629314	0.03316888	0.034198073	0.036873205	0.031950938	0.039106803	0.032645007	0.044714025	0.031996213	0.035146108	0.02705033	0.037778525	0.063858677	0.044040673	0.032688281	0.043916974
PTPN2	5771	0.027834526	0.026201903	0.025772495	0.027587046	0.025703888	0.028243662	0.029162265	0.023206802	0.021324837	0.025996648	0.033415559	0.024972385	0.025611724	0.024816563	0.028265138	0.02357785	0.030446273	0.02486797	0.027543275	0.026043896	0.023387492	0.028507321	0.020757247	0.025985694
C14orf138	79609	0.042213626	0.034779523	0.029225441	0.041591449	0.064524365	0.049991662	0.032038408	0.02213514	0.025868555	0.030509789	0.030942111	0.019329524	0.026167745	0.068129136	0.078741492	0.068394538	0.058887773	0.027224934	0.0177816	0.029880664	0.03190991	0.034622002	0.022569524	0.024006865
MADCAM1	8174	0.056426559	0.054038983	0.048774202	0.069678291	0.069769235	0.047528489	0.043763974	0.036401863	0.038714311	0.039694027	0.034259075	0.031283269	0.038866659	0.023075961	0.049460508	0.047275858	0.050292594	0.055070957	0.045651269	0.06596449	0.040462879	0.055773697	0.039037185	0.044041496
RAC2	5880	0.057865634	0.059801222	0.074259753	0.100056302	0.085338097	0.106800221	0.067875171	0.059674045	0.077738961	0.075997299	0.051830936	0.072206953	0.081719584	0.067074498	0.109366595	0.10547906	0.097268774	0.075071759	0.084787853	0.055771803	0.054507943	0.086609542	0.062912608	0.087444222
SFTPC	6440	0.727952961	0.677510117	0.723500065	0.587996411	0.631563747	0.693470549	0.653748859	0.725265044	0.72495401	0.611954795	0.72788428	0.681691934	0.664639744	0.623283733	0.624661388	0.67800491	0.550851361	0.684616167	0.736181027	0.641488415	0.650303021	0.659177654	0.546053423	0.677243494
TAF11	6882	0.023183339	0.029617883	0.033104496	0.031041985	0.033875095	0.027872618	0.031844594	0.022635624	0.029961091	0.028403997	0.025408075	0.032095561	0.025151259	0.027941366	0.036769276	0.033563626	0.032413247	0.029965062	0.023015045	0.027807543	0.03131782	0.028794777	0.027504777	0.029936534
ICAM3	3385	0.680154813	0.631506189	0.664802318	0.732001038	0.688847673	0.647591019	0.711162689	0.696807172	0.801330041	0.726347414	0.729211717	0.660862826	0.798372799	0.678271999	0.78747181	0.731853087	0.75492814	0.728540098	0.627147055	0.716105774	0.669718939	0.685517282	0.753165089	0.764176357
RASGRP2	10235	0.125704833	0.155695537	0.183839736	0.177124992	0.196023734	0.173930446	0.166331738	0.134550012	0.169729051	0.199890605	0.173486392	0.146782396	0.174151332	0.193711643	0.148487215	0.164815688	0.162913419	0.165019402	0.127445524	0.16675236	0.214038201	0.21422136	0.180373393	0.1370977
FAM3C	10447	0.079909347	0.05504032	0.08215907	0.059762581	0.063105764	0.071612065	0.07172466	0.053295089	0.064989407	0.081979559	0.077927432	0.069862904	0.106631889	0.076130819	0.073758689	0.066023048	0.080965487	0.114986005	0.090427237	0.078507992	0.075707163	0.065359016	0.074998198	0.061184573
ADAMTSL2	9719	0.040886231	0.056562899	0.038427861	0.042315002	0.031674091	0.049566078	0.027678211	0.032239593	0.030924789	0.046449072	0.034151863	0.034582526	0.025991802	0.025833883	0.03117874	0.030606009	0.028488135	0.025095702	0.032633059	0.038707981	0.040462643	0.022688819	0.03382321	0.037289486
C20orf197	284756	0.506607968	0.520460267	0.52749641	0.5700628	0.542651677	0.518508994	0.602057537	0.557954531	0.567858523	0.576715428	0.626989023	0.546214258	0.634065133	0.523727296	0.61059013	0.567977163	0.564646778	0.59029353	0.497183755	0.570483889	0.56500414	0.548203719	0.592171007	0.50696332
LLPH	84298	0.03609041	0.035631314	0.038926372	0.043414271	0.03965695	0.039181726	0.042288664	0.040110828	0.055805412	0.034960572	0.046183615	0.046195416	0.037103942	0.030531824	0.038323436	0.037676501	0.036583538	0.049964648	0.034053398	0.048782157	0.036042909	0.039575965	0.042037704	0.043975094
EEF1D	1936	0.563591319	0.591542673	0.567533174	0.57481914	0.619678247	0.592268466	0.616106482	0.534107869	0.512895	0.548137086	0.491726897	0.527532364	0.472201536	0.600876105	0.531812925	0.497800089	0.517751073	0.56810642	0.572174725	0.487636138	0.566559318	0.521224288	0.511064945	0.524162915
LSAMP	4045	0.051345274	0.084785055	0.089853647	0.094111953	0.08138103	0.059794257	0.111590815	0.056952055	0.054571101	0.052539026	0.045711338	0.059723069	0.035987945	0.097878902	0.066828778	0.045623485	0.067901913	0.043925799	0.045295586	0.056055488	0.082338932	0.058700287	0.075054071	0.051637265
UNC119	9094	0.455834559	0.53251693	0.431148331	0.454718135	0.429913447	0.491752514	0.469459527	0.462879475	0.479294962	0.398164689	0.397268144	0.454457745	0.425430989	0.471855309	0.418999808	0.407736389	0.424648265	0.462229335	0.434500722	0.455094334	0.431693364	0.423668227	0.447315155	0.456380618
PLA2G2D	26279	0.716719267	0.793739854	0.798182994	0.767431177	0.784073137	0.738110472	0.773761805	0.810210405	0.787226787	0.804665665	0.765189304	0.818179752	0.780228919	0.792308136	0.815270771	0.808785532	0.783756722	0.802899666	0.823577271	0.815585534	0.682480463	0.804874767	0.844447135	0.795482359
ERCC6	2074	0.017769065	0.021277033	0.018616674	0.023201294	0.023971868	0.018326719	0.020034965	0.015964606	0.021826372	0.0204431	0.019045549	0.022753281	0.018745385	0.019652745	0.02319614	0.018143624	0.022302518	0.017897203	0.018473674	0.02071953	0.017691057	0.023402684	0.019710292	0.019482614
BTN3A2	11118	0.472838209	0.465296491	0.546225221	0.517221651	0.526678859	0.514320932	0.446620896	0.493104823	0.651967328	0.599707059	0.458399572	0.508019036	0.500640915	0.575385197	0.641327964	0.506625555	0.520474625	0.516639258	0.503865212	0.618655859	0.585349403	0.630210001	0.572799984	0.516718923
KLHDC7A	127707	0.697123389	0.620557392	0.616506583	0.502420656	0.580046616	0.474607919	0.582938726	0.670775065	0.652024944	0.576772722	0.501071525	0.499597832	0.478445235	0.625600707	0.567208764	0.517932119	0.514772959	0.56938165	0.620824317	0.67269776	0.512062483	0.565858414	0.59426531	0.584683209
LOC400696		0.093684081	0.09163197	0.085097018	0.110389476	0.095689502	0.106477064	0.088616715	0.077290546	0.067883317	0.070216625	0.089834424	0.107757177	0.077124046	0.047111927	0.064894798	0.075662919	0.079648712	0.088110881	0.11196263	0.077217248	0.119836367	0.096733618	0.115525086	0.083974023
NTRK3	4916	0.058783893	0.069087525	0.07813091	0.076186444	0.080957036	0.073693213	0.061653907	0.05868538	0.139685374	0.070317393	0.059355176	0.05914984	0.04952349	0.093568665	0.062718956	0.103246781	0.078392262	0.063946801	0.053580485	0.121881233	0.145910581	0.0694678	0.061128204	0.059648884
ENPP2	5168	0.064500304	0.05013184	0.057611079	0.061225523	0.061680409	0.057059305	0.063644823	0.057260924	0.059696441	0.049399157	0.063740806	0.051952989	0.0554598	0.067044067	0.065815244	0.065317243	0.060150995	0.067269841	0.057800468	0.064086819	0.059830779	0.055726335	0.052752219	0.04928407
UNC80	285175	0.076820959	0.096221345	0.110850039	0.079167334	0.101532958	0.143953677	0.084391492	0.150749885	0.102995694	0.08588824	0.058921792	0.121568729	0.06426611	0.080863355	0.064495845	0.066455836	0.06139781	0.078782215	0.09478384	0.084685328	0.115909465	0.088865338	0.106815603	0.091853991
MBNL1	4154	0.293239458	0.364781946	0.329976426	0.290024369	0.385649003	0.360633633	0.205380808	0.392084234	0.401972622	0.339023339	0.239500097	0.33039423	0.389726364	0.239538232	0.262353717	0.323130913	0.298672104	0.319547068	0.38319483	0.268704038	0.341452851	0.254655128	0.173363168	0.372262592
AOAH	313	0.376740133	0.193304878	0.305877698	0.38019817	0.390480562	0.278584343	0.36929658	0.298277684	0.497795662	0.453313723	0.386348301	0.252414936	0.434474162	0.388941396	0.558288338	0.460120985	0.484362503	0.420275475	0.271622057	0.309765783	0.334214618	0.321396373	0.285487991	0.354105293
TFB2M	64216	0.225188252	0.335581132	0.425798886	0.314708022	0.361507163	0.306012211	0.305518627	0.308970049	0.40662973	0.31430133	0.305659422	0.302888786	0.249511968	0.24930211	0.345691997	0.374142468	0.21103831	0.322488037	0.401829741	0.310406405	0.313694624	0.402574133	0.372933625	0.371038739
NAT2	10	0.899947358	0.913695798	0.905179043	0.908359318	0.926920762	0.903221486	0.897307196	0.916045654	0.939114781	0.886762368	0.901225054	0.909361214	0.941134818	0.918976942	0.92453303	0.923663883	0.919334468	0.942552491	0.933682035	0.912186497	0.899078353	0.920160583	0.928376238	0.920503797
TOB1	10140	0.749075729	0.774477164	0.709008763	0.678998191	0.738344984	0.698730331	0.675717165	0.697524164	0.65155732	0.605608386	0.61950975	0.713899779	0.625169602	0.596387174	0.560200839	0.614547314	0.594899271	0.79582988	0.742572263	0.580968771	0.653819104	0.643190406	0.538011106	0.703437865
TMEM160	54958	0.017222748	0.014636127	0.013716869	0.017987951	0.01664252	0.015208867	0.013712051	0.012355295	0.015363348	0.012934764	0.018987934	0.011699785	0.011603213	0.013052206	0.014076004	0.011749571	0.018825649	0.012873216	0.011154874	0.012432218	0.01631368	0.014326703	0.010948119	0.012205734
KRIT1	889	0.021585761	0.019367121	0.022372675	0.023996795	0.026088778	0.028323447	0.027864828	0.017167207	0.020799271	0.019592751	0.022567469	0.022866566	0.017660484	0.027641194	0.021098892	0.02125089	0.026653004	0.026955935	0.018430691	0.022385911	0.023668347	0.021602506	0.019596024	0.022869592
IL13	3596	0.924139489	0.879299629	0.908411197	0.937388597	0.90728824	0.921879917	0.937417371	0.914843929	0.928127041	0.920794829	0.916683161	0.921458039	0.926419711	0.892895146	0.919701313	0.88350784	0.909249863	0.917938842	0.895756912	0.935092509	0.901605253	0.919111015	0.935172823	0.938578841
TCF20	6942	0.914253914	0.892316309	0.876537519	0.881067638	0.89386357	0.897490808	0.90485205	0.902482766	0.882198939	0.893409833	0.851124398	0.906199368	0.872076183	0.864840061	0.853957383	0.863354019	0.889555402	0.904511849	0.926856709	0.886973787	0.900154612	0.888705761	0.878312795	0.905846967
MAG	4099	0.608564318	0.52163642	0.566606764	0.58910888	0.599222136	0.580351959	0.557976135	0.573217011	0.589498111	0.548344014	0.541449891	0.614156821	0.594922237	0.573321087	0.603561224	0.563704614	0.557810362	0.519181392	0.599408647	0.52529101	0.542674736	0.553934825	0.561226945	0.591731122
LPAR1	1902	0.051162674	0.073853873	0.051731491	0.07323011	0.062596197	0.101128124	0.067352453	0.060491789	0.051222751	0.060544609	0.019859151	0.054669753	0.04827134	0.069399921	0.029754657	0.034220193	0.053326911	0.031490769	0.055474986	0.05406335	0.085848287	0.044989168	0.034960479	0.067104113
ZNF641	121274	0.088281885	0.060138417	0.045451195	0.102776057	0.113383471	0.086256382	0.054298213	0.033203283	0.046083256	0.036258307	0.040649373	0.028385341	0.037718934	0.101678048	0.0778759	0.132064263	0.110455933	0.058600177	0.039302359	0.047499507	0.069146799	0.083524363	0.038383433	0.056784352
ATP6V1C2	245973	0.071887262	0.058808604	0.079518798	0.070697857	0.147306438	0.086640289	0.039014368	0.069355644	0.088222039	0.042605303	0.034551326	0.06056296	0.063735871	0.044497703	0.054832769	0.04861406	0.048000661	0.049606909	0.061891159	0.067744122	0.041822033	0.054643144	0.027668513	0.058455335
SNTA1	6640	0.04934633	0.072385962	0.06841256	0.043201674	0.045167104	0.046885433	0.061578637	0.048841317	0.063711299	0.05114325	0.07591014	0.060606341	0.043885545	0.03770185	0.056847615	0.040972417	0.061050033	0.090596132	0.04591509	0.039837023	0.04379824	0.050724797	0.047929561	0.066307338
CLN6	54982	0.042402907	0.0472926	0.036189828	0.067641312	0.053299833	0.044784847	0.045562412	0.035169878	0.042997292	0.049716782	0.047368558	0.038045666	0.046499274	0.058230885	0.055940413	0.059396514	0.046985542	0.044778349	0.030775948	0.04559693	0.042083868	0.047681962	0.046869059	0.045806996
PAMR1	25891	0.584028815	0.806576141	0.452869485	0.672605817	0.535678216	0.686358217	0.707885553	0.653496584	0.663707427	0.660248549	0.499631902	0.452473633	0.617029829	0.623216904	0.568160433	0.565031901	0.590633489	0.543201369	0.667412945	0.677404727	0.632392784	0.700874201	0.611555719	0.700077788
CPB2	1361	0.891387506	0.851402049	0.905395921	0.866240356	0.848487634	0.857085734	0.876559353	0.835544568	0.848737492	0.896062903	0.885535273	0.798497036	0.715899794	0.818178409	0.87431291	0.862102766	0.882083486	0.889784856	0.869048485	0.885414159	0.876213122	0.889254878	0.885333295	0.891428485
NPFF	8620	0.840287458	0.871385511	0.842269882	0.862571857	0.859581135	0.874371709	0.854281936	0.870343211	0.851883164	0.828666066	0.862031316	0.863305155	0.871219859	0.875355994	0.883000269	0.855095322	0.880139407	0.849531586	0.844163169	0.865767984	0.845937603	0.855810995	0.868974982	0.848249115
LOC153684	153684	0.071438271	0.054994336	0.045946121	0.095961936	0.055885943	0.05819311	0.069501229	0.059560097	0.062842763	0.064581522	0.053858589	0.053469996	0.076836746	0.061781893	0.072704906	0.058106139	0.065929342	0.072315434	0.040888331	0.071864686	0.094780365	0.063680194	0.121838757	0.060235143
MYOZ2	51778	0.566680336	0.529979156	0.61290382	0.536140121	0.549237135	0.567351182	0.535594269	0.580357024	0.548911487	0.592413068	0.577107647	0.491300068	0.605981338	0.520674264	0.436218238	0.460511992	0.501507273	0.535782597	0.612759376	0.635081669	0.646831304	0.555636465	0.696986089	0.359919212
RANBP3	8498	0.046332021	0.038063071	0.074060789	0.036776057	0.077543875	0.071809863	0.047819153	0.02517127	0.038028796	0.057922032	0.042625792	0.041021513	0.061368313	0.032028399	0.05182608	0.025604016	0.048476231	0.059421305	0.039793354	0.031414849	0.022728515	0.044112989	0.021458808	0.395708656
MELK	9833	0.015788412	0.015493613	0.019099099	0.017407296	0.027189801	0.015889635	0.017861553	0.014021376	0.014110696	0.014684979	0.01991176	0.012471121	0.012586599	0.014206959	0.017071285	0.01584123	0.016046443	0.013017266	0.021958782	0.017785324	0.016414556	0.014991123	0.01427642	0.014556462
HIST1H2BH	8345	0.065550278	0.070987254	0.059378823	0.084413503	0.072090201	0.060125117	0.079643888	0.046226072	0.08973886	0.052184859	0.064866135	0.066711334	0.056322092	0.061372314	0.056782871	0.060653254	0.067981103	0.07690523	0.059943337	0.063061208	0.063721647	0.06036078	0.063301975	0.074279818
MUDENG	55745	0.046839492	0.049670559	0.055512111	0.061351565	0.04725595	0.05323674	0.074757953	0.048303974	0.083638015	0.051984492	0.068688414	0.049264337	0.046793332	0.0659645	0.067171743	0.05392924	0.053621868	0.040813006	0.053817126	0.047995082	0.063487432	0.050934022	0.04266639	0.041100899
SFRS12	140890	0.350129301	0.519636206	0.409129288	0.441840195	0.367878082	0.467290772	0.479930464	0.428418315	0.353066643	0.439708774	0.319520127	0.366852047	0.35325394	0.382562263	0.352909038	0.263740088	0.382153331	0.433555566	0.43961154	0.404024226	0.477010009	0.349062928	0.332781415	0.4288061
ZNF767	79970	0.040217217	0.044662496	0.055416435	0.042773083	0.044438872	0.051662055	0.052872716	0.039980179	0.044025388	0.039794333	0.03667845	0.031433847	0.039200515	0.044646818	0.048716813	0.040822555	0.041903075	0.061285971	0.042232259	0.046962963	0.044874982	0.045278544	0.038999378	0.038000954
SLBP	7884	0.038667025	0.050002064	0.040894879	0.052779102	0.060055306	0.037180584	0.054657886	0.043918587	0.060000688	0.033648394	0.033362403	0.03703138	0.044260947	0.040372254	0.067251662	0.062135736	0.054176375	0.062711275	0.037832584	0.044252576	0.044396232	0.043785658	0.029971485	0.044089797
LAMA3	3909	0.237363965	0.36246109	0.358320727	0.199166225	0.309026915	0.335851943	0.21271062	0.288641592	0.200991612	0.277191083	0.276985002	0.400109252	0.217958748	0.252078047	0.210961444	0.183167937	0.191572817	0.190844274	0.340681171	0.45153637	0.275939067	0.264681149	0.173875974	0.248455518
TARBP2	6895	0.013076872	0.020193461	0.018603026	0.01678149	0.022154774	0.016850413	0.01439216	0.013280547	0.024264655	0.01994898	0.01455882	0.018090605	0.015518377	0.020988561	0.024638584	0.01655469	0.015942792	0.014846931	0.013221875	0.01871405	0.020385391	0.014627487	0.014759131	0.013197367
KLRG1	10219	0.746729027	0.717316982	0.715545911	0.811611285	0.769086051	0.752624485	0.751347702	0.755530223	0.858200423	0.798593197	0.826874317	0.734491498	0.856162418	0.702197669	0.759298545	0.766692286	0.775282466	0.817936499	0.724274279	0.727656566	0.693302123	0.772269166	0.709476972	0.804192604
SEZ6L2	26470	0.036847893	0.033265683	0.033713952	0.070973502	0.068680722	0.051494699	0.04378655	0.035498059	0.036917754	0.032635536	0.042221524	0.033026416	0.034522604	0.038726203	0.057122706	0.040539938	0.034261047	0.037166515	0.043073803	0.037034001	0.034819741	0.045854713	0.034028533	0.04445584
SNTB1	6641	0.769925266	0.753127717	0.712397476	0.697423724	0.748390403	0.678300285	0.652752299	0.764508603	0.768584225	0.66014625	0.586739574	0.747752151	0.602273301	0.69378765	0.554067796	0.681835529	0.608181527	0.676168896	0.749686582	0.655506442	0.618025583	0.671722898	0.551673961	0.738812309
EIF3I	8668	0.03439858	0.04894888	0.035959489	0.035226783	0.033450512	0.033269579	0.030654698	0.024284388	0.03034795	0.024008131	0.025066234	0.028691662	0.021114799	0.023633399	0.02557346	0.022187611	0.036347776	0.022960266	0.023876537	0.042308209	0.033102179	0.032802665	0.023317185	0.027668487
TMEM74	157753	0.022165834	0.022899871	0.02735683	0.021911144	0.024466709	0.026699236	0.029859554	0.022486741	0.02920435	0.033153757	0.029813597	0.025545023	0.02472491	0.022024579	0.021542435	0.023056561	0.027583256	0.026700935	0.019456368	0.030337822	0.032144843	0.024103262	0.021492803	0.032101713
CD37	951	0.692399243	0.610554283	0.670768559	0.76915508	0.736392423	0.651524185	0.685554336	0.719004911	0.835289587	0.744339673	0.801016489	0.658554266	0.827720794	0.616391039	0.765149633	0.728793849	0.738266642	0.792403806	0.628592042	0.691441003	0.666649671	0.688896827	0.66602521	0.740818311
LPIN2	9663	0.684866641	0.663393519	0.667368663	0.750965737	0.782172989	0.690308111	0.71912774	0.715985001	0.712873984	0.662946752	0.644865832	0.654086822	0.670180198	0.620531279	0.709059612	0.677346708	0.575483678	0.726878022	0.756988353	0.643935761	0.651121386	0.744451798	0.583233308	0.755615707
RPPH1	85495	0.01212068	0.011052071	0.011769507	0.011202306	0.010704583	0.012445478	0.00989294	0.008152962	0.010433445	0.009566699	0.012215978	0.010419205	0.009675976	0.011754043	0.013616956	0.011082192	0.010788821	0.009968912	0.009574044	0.012147487	0.01223683	0.011217538	0.010219821	0.009335907
THAP10	56906	0.030561453	0.037106555	0.026223021	0.025154499	0.028936066	0.026564997	0.031099299	0.022979547	0.02579832	0.023618721	0.026856847	0.026618391	0.02392428	0.025863617	0.02347484	0.022116987	0.023890466	0.022652595	0.019020706	0.023657076	0.02339704	0.031106868	0.025204849	0.025853194
HSPA12B	116835	0.332077006	0.29692286	0.355566548	0.353902383	0.375575364	0.447190523	0.358249868	0.354012519	0.302151642	0.424272621	0.435290494	0.395140963	0.322637914	0.424296328	0.343739918	0.344188395	0.363404201	0.380363718	0.381111778	0.426904845	0.452250913	0.377649285	0.365254503	0.34517182
HHLA3	11147	0.046923055	0.044639395	0.034103589	0.030365606	0.02781894	0.024831309	0.036032495	0.026887163	0.040743174	0.033042677	0.039526837	0.033429661	0.031098707	0.024602151	0.033306884	0.028666675	0.031018881	0.049533158	0.040294124	0.040109775	0.031898359	0.036608662	0.032741887	0.038062731
PF4	5196	0.449892908	0.539641167	0.398033676	0.606151139	0.29938523	0.525781423	0.194412162	0.458452692	0.368625955	0.57323007	0.301770195	0.522726986	0.327861565	0.500866922	0.370968929	0.358696447	0.416843327	0.319460529	0.406359938	0.505425047	0.448961193	0.526827722	0.476396659	0.414107894
LCTL	197021	0.965710168	0.971418156	0.975340944	0.97568236	0.970152255	0.973856676	0.977202218	0.978185612	0.972671738	0.976759787	0.977200152	0.978779683	0.971753821	0.970449079	0.973232928	0.972048056	0.972704494	0.97385105	0.978719196	0.975804323	0.977649942	0.977205987	0.977637164	0.973671763
CCDC111	201973	0.954449103	0.947068528	0.956096137	0.941471354	0.955373684	0.934782759	0.954800528	0.955778903	0.952816857	0.94846881	0.939197399	0.958658969	0.946551933	0.950453116	0.951315791	0.948204443	0.955803815	0.956039974	0.952932343	0.94478926	0.951518773	0.951677454	0.963049543	0.94884152
UNC13D	201294	0.285876961	0.291367236	0.275481008	0.291013243	0.364257723	0.318486214	0.303747494	0.297185319	0.26481384	0.288421029	0.309381959	0.275917916	0.315201627	0.225189121	0.291540837	0.245427743	0.255518734	0.316630915	0.268675981	0.255245181	0.297237574	0.35686528	0.195220858	0.220601193
TRAP1	10131	0.241250275	0.218843834	0.262500317	0.179460321	0.194219977	0.193542443	0.185180265	0.141842856	0.161489529	0.201914354	0.192628761	0.215028358	0.196277097	0.178144171	0.13014065	0.168918046	0.14442184	0.123764949	0.164888492	0.161858803	0.209727912	0.19071197	0.134981917	0.168383115
C14orf126	112487	0.399451038	0.378860734	0.420448639	0.42554293	0.431696372	0.431941515	0.39291752	0.396690158	0.386608264	0.404206554	0.44031874	0.357137267	0.396590332	0.38448744	0.385976063	0.376574158	0.38659003	0.435558602	0.385461532	0.405880518	0.408673272	0.44238863	0.433287337	0.434037902
RFPL1	5988	0.876825257	0.873943086	0.873347108	0.822049794	0.865002803	0.811476649	0.841464705	0.860315241	0.8606296	0.812219977	0.829439608	0.887557882	0.909743334	0.84065558	0.839030105	0.833746946	0.875178208	0.87055019	0.911017798	0.913226059	0.780199427	0.88022169	0.916608174	0.88826367
ALG12	79087	0.970710483	0.960226935	0.960824853	0.954942327	0.9425499	0.953623488	0.957077153	0.973578397	0.964459171	0.955179837	0.934918883	0.971558826	0.958392923	0.933645272	0.931330723	0.951096548	0.960713064	0.946814805	0.825181256	0.959691549	0.957962918	0.959963088	0.967044218	0.95879002
ITGAM	3684	0.560189061	0.668354616	0.608161513	0.666765306	0.699906276	0.569218101	0.673246177	0.652268416	0.726497663	0.723849684	0.727409507	0.54698569	0.78075308	0.714080809	0.75885987	0.750112743	0.741290865	0.642913627	0.47304851	0.638406294	0.611667089	0.661604785	0.578020253	0.648398647
ICOS	29851	0.719533924	0.70630471	0.782050207	0.789105181	0.779477644	0.785594812	0.716725663	0.702269279	0.792896048	0.822374834	0.780111242	0.74994414	0.825783488	0.676039448	0.793325759	0.688800739	0.756000237	0.843089523	0.753407176	0.76438963	0.719166655	0.733493568	0.824231631	0.727589306
TP53TG1	11257	0.755796889	0.78660698	0.739429822	0.649143609	0.777062588	0.746586611	0.784341456	0.810293127	0.758598153	0.76235968	0.586136364	0.75464186	0.7989784	0.797955905	0.76718681	0.721551282	0.744904427	0.777875065	0.763322389	0.741499019	0.801579702	0.739466798	0.742390111	0.763675365
RBM42	79171	0.052492737	0.06388085	0.058481826	0.027128679	0.035231685	0.033810696	0.049819165	0.034486658	0.022268166	0.052181888	0.040961178	0.023408092	0.049447937	0.04158057	0.043350515	0.033097842	0.026332338	0.027648888	0.026768169	0.045010842	0.039217731	0.039913743	0.02551424	0.038367255
PCDHGC4	56098	0.407264313	0.403518883	0.344193002	0.390542382	0.372460184	0.423151695	0.375489254	0.443372482	0.498051806	0.329014675	0.221251208	0.363651424	0.38280825	0.352457744	0.380343931	0.362103592	0.364106215	0.399617421	0.414162522	0.36918895	0.37302096	0.338396496	0.273684449	0.473891531
LPAL2	80350	0.873962938	0.830299586	0.856130107	0.834143	0.904667442	0.823732821	0.829215507	0.866448953	0.804326042	0.741371621	0.788769241	0.813665224	0.827027199	0.873655522	0.830363962	0.817191236	0.785046943	0.843313423	0.865358548	0.784996401	0.664972152	0.818089478	0.828473746	0.853456255
GIYD2	79008	0.015402255	0.021024432	0.012565797	0.037339169	0.024111575	0.020258543	0.017200693	0.010894332	0.012039944	0.011337578	0.015729391	0.014615956	0.011559626	0.0261057	0.017599427	0.014266367	0.021324829	0.022885865	0.00976173	0.032712871	0.010939764	0.021990527	0.012670593	0.009754594
SERPINB5	5268	0.820946292	0.792045667	0.761014627	0.814146993	0.818037018	0.753340963	0.784571825	0.803133222	0.815838283	0.815768385	0.701750812	0.877366704	0.842860613	0.862846278	0.822961236	0.766478194	0.864419131	0.808571239	0.834605095	0.761068424	0.806413608	0.779749085	0.88531603	0.819772858
GGT5	2687	0.541287667	0.472706439	0.449826682	0.476788822	0.474879025	0.487614289	0.488493756	0.409593034	0.424806372	0.420320794	0.401349098	0.440893684	0.468422855	0.487380507	0.319892334	0.36513503	0.411178024	0.451270271	0.480808524	0.391128027	0.424212208	0.518290329	0.458378394	0.394358013
C3orf45	132228	0.957582527	0.945452302	0.943013853	0.953822033	0.952791249	0.949111472	0.961409226	0.959366454	0.943832265	0.93607047	0.943036551	0.948857898	0.951397643	0.94708688	0.932464477	0.938503224	0.931168182	0.941116095	0.953077307	0.959048192	0.946495264	0.956535237	0.948307078	0.95033153
SCN3B	55800	0.096925067	0.137348059	0.100848668	0.094778499	0.108067979	0.166858847	0.129755743	0.099643036	0.119060167	0.085647467	0.084708054	0.114179639	0.061807273	0.108115204	0.086259482	0.074875783	0.090026207	0.102039133	0.065262917	0.139078217	0.133888457	0.076614748	0.090337383	0.104595552
NOL12	79159	0.024227671	0.02856784	0.027931901	0.033810818	0.03182967	0.030818959	0.035175106	0.025549686	0.029045081	0.024664478	0.031560868	0.023934515	0.025084202	0.023668984	0.024037795	0.031645946	0.030058743	0.030779958	0.026916217	0.02522344	0.028568343	0.029582941	0.02554895	0.031711187
CEP63	80254	0.480267078	0.587018977	0.506073115	0.455642334	0.549165763	0.496524681	0.494732946	0.536158296	0.464034864	0.445996965	0.41356472	0.521800209	0.445136544	0.438036075	0.437682413	0.431675897	0.442663189	0.513086658	0.589090853	0.42022192	0.455738983	0.457395522	0.458758392	0.488777345
DYSF	8291	0.30867139	0.215705198	0.370995371	0.225319035	0.386131125	0.288497979	0.253141501	0.17756502	0.264653573	0.286211748	0.371297551	0.2417489	0.352643515	0.221314857	0.212678831	0.225254109	0.312915263	0.264828137	0.248224331	0.24264666	0.279998336	0.330139051	0.31668406	0.230341619
