Hugo_Symbol	Entrez_Gene_Id	TCGA-05-4244-01	TCGA-05-4249-01	TCGA-05-4250-01	TCGA-35-3615-01	TCGA-35-4122-01	TCGA-35-4123-01	TCGA-44-2655-01	TCGA-44-2656-01	TCGA-44-2657-01	TCGA-44-2659-01	TCGA-44-2661-01	TCGA-44-2662-01	TCGA-44-2665-01	TCGA-44-2666-01	TCGA-44-2668-01	TCGA-44-3398-01	TCGA-44-3918-01	TCGA-44-3919-01	TCGA-44-4112-01	TCGA-55-1592-01	TCGA-55-1594-01	TCGA-55-1595-01	TCGA-55-1596-01	TCGA-64-1676-01	TCGA-64-1677-01	TCGA-64-1678-01	TCGA-64-1680-01	TCGA-67-3770-01	TCGA-67-3771-01	TCGA-67-3772-01	TCGA-67-3773-01	TCGA-67-3774-01
COA7	65260	-0.4229	-1.2815	1.3316	0.6647	0.3271	0.0839	-0.6307	0.5957	0.9211	0.0788	-0.6064	0.1710	-1.0372	-1.2075	0.2471	1.1704	1.9083	-0.4503	0.1761	1.3965	-0.2425	0.1467	0.6028	1.6519	0.5673	2.4303	-1.4061	-1.7771	1.3002	-1.7122	-1.1679	-0.9976
LACE1	246269	-0.2251	-1.3607	0.4735	-1.1790	-0.3550	-0.7457	0.2073	-0.0571	0.3279	-0.8928	-0.1346	0.0597	-0.0601	-1.8464	-0.3736	-0.9158	-0.3089	0.2163	0.3052	-0.2727	-1.5682	-1.7631	0.7262	-0.1074	-0.2188	-0.4062	0.1717	2.0780	-0.2960	1.4016	-1.0691	-1.4287
OR10K2	391107	2.1212	1.3837	1.3792	1.6285	-0.6847	1.2260	0.3262	-0.1650	1.3867	-0.8694	0.5230	-0.6952	1.2921	-0.5600	1.2035	2.1137	2.4637	0.4704	0.5080	-0.5585	-0.7433	0.6957	-0.6261	0.2436	-0.2896	-0.5555	1.2290	-0.7673	-2.0200	-0.8830	-0.8935	0.7889
CENPN	55839	-0.9726	-0.1705	0.8689	-0.7269	-0.2383	-0.7938	-0.7612	-0.1257	-0.4934	-0.3318	-0.6234	0.2932	-0.1330	-0.8656	0.8792	0.9601	0.0059	-0.3137	-1.4449	-0.5924	0.1078	-0.6988	1.4944	0.9606	0.3313	1.9171	-0.9790	-0.6938	-0.0505	-0.5470	-0.8250	-0.7570
TMED2	10959	-0.5638	-0.5913	1.7658	-1.7480	0.8069	-0.3563	-0.6797	-0.6306	-1.7404	-1.1044	-0.2479	0.6964	1.0823	-0.0965	0.5541	-0.5012	-0.6958	0.8209	-0.9605	-1.3599	2.2380	-0.5244	1.6451	-1.7307	-0.2641	3.9121	2.0919	1.4343	-0.4258	-0.0221	0.1547	-0.1601
UGT1A6	54578	-0.4255	-0.3345	0.8021	-0.4447	-0.4019	-0.7216	2.4559	-0.7465	1.1314	-0.4110	-0.3308	-1.0438	-0.3350	-0.9495	-0.4268	0.0224	-0.4514	-0.3136	-0.2904	-0.0638	1.0302	-1.1208	-0.6214	-0.4258	-0.8636	2.3026	-0.5966	0.3445	2.1889	0.1971	-0.8235	0.8926
ANG	283	-1.2351	-1.3878	-0.7307	-0.2070	-0.0202	-0.1362	0.6213	-0.6931	0.0869	2.0570	-0.1697	-1.4866	1.4839	0.7567	-1.2841	-0.5622	-1.1138	2.0477	0.4120	-0.2989	-2.4708	-0.9650	3.6340	-1.1916	1.4159	-0.2160	-0.5705	1.3399	2.2985	1.2228	2.7372	-0.8271
U2AF1	7307	-0.1954	0.4222	-1.3369	-0.5860	-0.2433	-0.2300	0.2395	0.2066	0.8544	-0.4175	0.2779	1.8788	0.3506	1.4061	1.8399	-0.8165	-1.0457	-1.2757	0.2254	0.6222	1.6004	1.5239	1.4602	-0.7623	0.0675	-0.4787	0.6715	0.0711	0.1780	-1.3862	0.6492	0.9684
CASC2	255082	-2.3829	1.4747	-0.6364	-1.7835	-0.8248	-0.6473	1.4590	-0.3434	-0.6155	-1.6209	0.8207	-0.8538	-0.1659	0.1219	0.6593	-0.8944	-1.4941	0.5168	-0.6891	-0.6090	-1.1862	0.5027	3.6422	-1.2381	-0.4706	-0.7350	1.5939	1.2393	0.5284	0.2704	0.1094	0.5377
NMT2	9397	-1.9299	1.2292	1.8267	0.0704	-0.6027	1.1061	-0.6106	-0.9114	-0.3070	0.2341	0.6093	-1.7580	-0.1129	1.2726	1.0013	-1.1048	1.5943	-0.0613	-0.4450	-0.8082	-1.7121	-1.9081	-1.7846	-0.8642	0.3146	-0.5460	0.0249	0.1825	-0.5292	0.1901	-0.3658	-0.1154
OSGEPL1	64172	-1.0094	0.7778	-0.9341	1.1322	-0.1607	0.8274	0.3031	-1.5820	-0.0356	-0.4773	-1.9358	0.0633	0.4526	-0.8013	-0.0849	0.9670	0.0595	-1.5299	-0.2052	-0.9732	0.5601	0.6895	2.0189	-1.4969	0.0320	-0.6377	2.4344	1.0998	0.0281	-0.7280	1.2650	-1.2978
DFNB31	25861	0.5300	0.7147	1.2313	1.0210	0.6795	1.5195	-0.5726	-0.7167	1.4928	-0.2577	0.3453	-2.6157	0.5353	-1.4490	-0.9655	2.0842	0.0048	0.7531	-0.2716	-0.7167	-0.7146	0.2034	-0.8032	0.1479	-0.4691	0.0753	-0.5758	-0.6025	-1.0594	-0.8267	-0.9729	0.0241
SLC6A20	54716	-0.4155	-1.1435	0.0629	-1.3634	0.2238	-0.6825	-0.8718	0.8889	0.2637	1.8436	1.3292	1.4271	-1.0809	1.3470	-0.1791	-0.7158	-0.9167	0.3766	-0.4001	-0.2694	0.0805	-0.5491	-1.2865	-1.0332	1.4725	-1.1311	-0.8526	-0.3426	-0.0898	1.4274	0.1907	-0.6077
DKC1	1736	1.0129	0.5349	-0.1807	-1.1203	0.3114	-0.9376	-0.7870	0.2950	-0.3430	0.9916	2.1258	0.7349	-0.5961	0.3767	0.5449	-0.7516	0.0860	-0.4777	-0.1426	1.2950	1.8460	1.2624	2.3235	1.1898	1.9195	2.4156	-0.1163	-1.7434	-1.0509	0.3939	-1.8382	-0.0519
FXYD4	53828	-1.6960	0.4205	0.2255	1.8490	-0.0492	-0.1851	1.4684	-0.4041	-0.1393	-0.4151	-0.8790	-0.8895	-0.4125	0.6799	-0.7322	0.7510	1.0273	0.0634	-0.4894	-0.0394	-0.5602	-0.5571	2.4650	-0.7022	-0.1461	0.4417	-0.3308	-0.1330	2.8192	-0.4431	-0.5855	0.1913
WDR64	128025	1.6726	-0.8368	1.2128	0.2592	2.6751	-1.7511	0.3528	2.0266	0.4061	-2.8060	1.2522	1.0878	1.5598	-0.3106	5.0534	-0.7206	4.7702	-0.0170	1.6018	1.4960	-0.9714	-2.4110	0.8300	1.4252	-0.8560	-0.9461	-3.3112	0.1491	-0.2879	1.1333	2.0143	-0.8884
CREBZF	58487	2.3827	1.6174	-1.4464	-0.5690	-0.9085	-1.5289	-0.8013	-0.1084	1.0930	-0.4271	0.9447	2.4802	0.5164	-0.3768	-0.2619	-0.1629	-0.8780	-0.5357	2.9090	-1.6033	1.5922	-2.1552	0.0283	4.5285	1.0930	-0.2508	0.9515	0.7603	-0.8158	1.5942	-0.7713	-0.2629
DAZ1	1617	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PRPSAP1	5635	0.4178	1.5469	-0.7637	-1.7692	1.7142	0.4764	-1.2339	0.3241	0.0102	-0.6004	1.6004	0.6437	-0.9022	-0.4469	0.2223	-0.0462	0.7127	0.1550	1.1330	1.0870	0.7501	2.9002	0.4437	-1.2184	-0.0410	-1.9560	-0.2572	0.1780	0.0268	0.1384	-0.7165	0.0412
GCHFR	2644	-0.0861	-0.7019	1.3553	0.7850	-0.2291	-0.1029	0.1150	-0.0768	-0.1370	-1.5076	-1.5538	-0.7866	-0.1641	-1.3528	-0.9240	0.8035	1.3053	1.4521	-0.9169	-0.5725	0.6222	-0.8456	0.2494	1.0125	-2.3350	1.0032	0.8796	1.5308	-0.7780	1.6971	1.4818	0.0494
TTC7A	57217	0.1495	0.7861	-0.2840	-0.4696	-0.3429	-1.5331	-0.4046	1.0994	0.2753	-0.6430	-0.0480	0.2511	-0.9558	0.4134	2.2801	-0.1692	0.8975	-0.7377	1.3056	0.6098	-0.4305	0.1608	0.7621	2.8442	-1.3082	-2.7563	-1.2422	0.0365	-1.2527	-1.0503	-1.1735	0.0708
UBD	10537	-1.2860	1.3708	2.1874	-0.0820	1.2170	-1.0457	-0.1379	0.9082	1.0379	-0.4393	-0.3214	-1.1263	-0.3280	-1.6768	1.5555	1.2786	1.4908	0.3300	0.9369	-0.0632	0.0055	-0.4079	1.3079	-0.2347	0.8280	-1.2563	-1.3371	0.2860	0.7321	0.2793	0.9783	0.7420
S100A1	6271	4.0773	-0.2549	0.1895	0.4385	-0.7131	-0.2264	0.2780	0.2036	0.1354	0.2686	-0.7295	-1.2261	-0.7925	-1.3885	-0.8355	-0.3027	-0.4489	-0.7943	-1.5838	-0.7912	0.1926	-0.5463	-0.6917	0.4879	-0.4956	1.6844	-0.8209	1.5685	-0.8167	0.1840	0.8427	-0.0711
RPL6	6128	-1.0202	-0.7815	-0.5301	0.4952	-0.9387	-1.0828	1.3655	0.0980	-1.2294	-0.2309	-0.4183	-0.1273	-0.0995	1.3335	-0.5387	0.1162	-0.5342	-0.8094	-1.2222	-1.1589	0.3050	1.0012	0.1829	0.8227	2.4964	2.5077	1.7644	-0.2790	-0.5301	0.6913	-0.2106	-0.4589
DNAJB6	10049	-0.3237	2.1212	2.1435	-1.1226	0.8738	-0.1191	0.5019	0.4132	-0.9589	-0.1344	0.6417	2.7786	0.4990	-0.7456	2.0011	0.3638	1.6001	-0.2276	0.6216	1.1032	-1.5572	-0.5296	-0.4389	1.7261	-0.4710	-0.1955	0.8209	0.5965	-1.2061	1.0720	-1.3446	-0.3180
NAGS	162417	1.3504	1.0615	-0.5333	-1.5994	-0.0421	-0.2414	-0.5952	0.5283	-1.1121	-1.3261	-0.9281	-0.7740	-0.0997	0.5434	1.1355	0.3016	1.3776	0.2362	-1.0227	-0.1074	-1.7488	0.0068	2.9173	1.3501	-1.4841	1.8637	2.0720	2.6299	1.0313	-0.5833	1.3722	0.1756
CYP1B1-AS1	285154	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KERA	11081	-2.0201	0.2469	1.0101	-0.2772	-0.7523	-1.0090	-0.3002	-0.4668	-0.6343	-0.4619	-0.8875	-0.1340	2.4932	-0.3709	0.2155	0.9597	0.4856	0.6084	-1.2379	-0.0244	-0.5247	-0.4544	1.1140	-0.5795	-0.5543	0.8276	0.2063	-0.7934	0.3176	1.7875	-0.5923	-1.2119
MT1X	4501	-0.8207	0.8470	0.2500	-1.7152	-0.9685	0.0110	-1.2365	0.7388	0.0666	-0.5574	-1.1812	1.2066	1.5198	-1.0500	1.9330	0.5474	1.8328	1.2937	-0.3618	0.1150	-1.4529	-1.2590	-1.2432	0.3993	-0.9829	0.8083	-0.1388	-0.2104	-1.4620	0.6466	0.0804	-0.0734
UBE2B	7320	-0.4196	0.2506	0.8149	0.2047	0.0604	1.6042	-0.0587	-1.5980	-1.3338	-1.1095	-0.8151	0.5745	1.2282	-0.6285	-0.6696	-0.4624	-1.3362	1.7113	-1.3333	-1.2171	-1.0123	0.5450	-2.2069	-0.9652	-1.1167	-0.7121	1.1355	0.9374	-0.6859	0.1521	0.9746	0.1867
KEAP1	9817	0.5422	-0.0799	-0.0144	-1.1175	-0.0739	0.2972	0.4889	0.1773	0.1364	0.3513	0.4920	-0.0759	0.3598	0.3880	0.2179	0.9581	-0.4969	-0.2507	0.1215	-0.2194	0.2332	-0.1952	0.2247	-0.6963	-0.0751	-3.0945	0.4821	-0.2764	1.6687	0.4607	0.0879	-0.1123
MST1	4485	2.0181	-0.7616	-0.3082	0.3829	-0.7935	0.0262	0.0512	0.9681	0.1107	1.9697	0.6092	-1.0880	-0.5394	-0.1721	-1.8201	-0.9773	-0.6337	-0.9982	-0.9067	-0.0007	-0.3150	0.4281	-1.0321	-0.1825	-0.0035	-0.4338	-0.8908	2.2437	-0.3803	-0.7445	0.4199	0.4295
OMA1	115209	0.4558	-0.9653	-0.1765	0.9126	-0.6062	-0.0682	1.4966	0.6135	-0.0623	0.4911	-1.0949	2.2748	-0.3978	0.6465	-2.2687	0.3969	-1.8048	-0.3743	0.3580	1.5060	-0.9712	0.5535	1.7179	1.1575	-1.6211	-0.9924	0.8902	0.6230	-1.3810	2.7234	1.4954	-0.0682
ABLIM2	84448	0.1246	-0.0142	-1.1871	0.3883	-0.8501	-0.0508	0.4297	-1.0488	0.3768	-0.8548	0.4279	-1.7098	-0.6339	0.3860	0.2091	-1.9024	-1.5873	-0.7192	-0.2136	0.0088	-1.6573	-0.4165	-1.1200	-1.1318	-1.3838	2.5013	-0.4797	1.6368	-0.8592	0.1822	-1.1354	0.1730
BCL2L13	23786	-1.6469	-0.6644	-0.1081	0.9108	0.1585	-1.4986	1.0466	-0.0726	-0.1852	-0.2831	-2.8272	0.0848	-0.2016	0.2145	1.1560	-0.4783	1.0799	-1.1702	-0.5845	-0.8585	-0.3130	0.3286	2.0495	-0.0369	-0.9550	1.0442	0.9404	1.5853	0.8210	-0.2227	0.0246	-0.2075
TMEM63B	55362	-0.5165	-2.5236	-2.1800	1.0616	0.1638	-0.3298	0.8580	-0.5602	-1.9009	-0.5532	0.8322	-0.2672	-0.9237	1.3059	-0.1371	-0.5443	-1.4888	-0.5056	-0.0408	-0.8095	-0.4400	-0.5185	-0.5731	2.3944	1.4946	-0.5850	1.5244	1.4489	-0.7896	-0.7608	0.0446	0.2214
S100A8	6279	0.1737	-0.3962	1.3504	-0.6316	1.4044	-0.3438	-0.4053	-0.1339	-0.4576	-0.7725	-0.9859	1.1782	1.9713	-1.4326	1.6278	1.2724	0.8933	1.4007	-0.5609	0.9017	-0.6753	-1.6225	-1.1942	2.5102	0.1618	-0.8067	-0.6560	0.2507	-0.2494	-0.2552	-0.1318	-0.6858
ARFIP2	23647	-1.7096	-1.0949	-0.1609	1.5550	0.2930	0.8903	-0.1747	1.3198	-0.1773	0.3991	-1.4974	-1.2036	0.6088	1.2112	0.8771	-0.2451	-0.0895	-0.1584	-0.4849	0.6399	2.5527	-0.2222	0.6884	-0.5476	0.1380	-0.2451	-0.3456	0.3420	0.0344	-2.0289	0.6129	0.9546
UROS	7390	-0.7223	-0.0646	1.5269	-0.3833	-0.5475	0.4981	0.1990	0.8923	-2.1257	-1.1502	-0.3318	-1.5052	-0.5661	1.4435	-0.2386	-1.4662	1.2606	0.1511	-1.4502	-3.6622	-0.9318	-0.6815	1.5438	-2.9281	-2.3440	0.6881	0.5159	2.6808	-1.3552	0.7032	2.0293	-0.6398
KHDRBS2	202559	1.1094	-0.9762	-2.1781	-1.1647	1.5341	-0.5473	0.1783	0.3423	0.1328	0.7086	1.8406	-0.9579	-0.9728	1.0605	-1.6399	0.8032	-1.1818	0.0589	1.7271	-0.7150	-0.1574	-0.7085	-1.5453	-0.6633	1.8085	0.9134	-0.7725	-0.4169	-1.8197	-0.6060	0.8774	-0.2931
POLQ	10721	0.9173	0.7417	1.2386	-0.4808	0.0439	0.5568	-0.8726	0.8320	-0.1437	-0.4281	-1.2867	2.6687	-0.2125	0.7451	1.7504	0.4469	0.5434	-0.6441	0.4092	0.8602	1.8528	1.9608	2.6706	1.3932	2.1056	2.4430	-1.3074	-1.1406	0.3147	-1.3516	-0.9939	-0.2342
SOAT1	6646	1.4271	1.4104	1.2627	-1.8451	0.4033	0.5110	0.5482	2.0409	0.3592	-0.0835	2.1270	3.1022	1.6214	-0.4344	2.9533	-0.3614	0.1646	0.4653	1.1207	2.1245	-0.0566	0.0842	3.4789	1.4928	-1.0690	-1.4293	1.2864	0.8522	1.0566	2.3775	-0.8564	0.7902
SPAG4	6676	0.7206	0.6750	1.9254	-1.2323	1.3224	1.1191	-0.8138	0.4304	0.4860	-0.8508	-1.1930	1.1884	-0.6873	-1.0826	0.1400	1.3191	1.2227	1.2413	0.4344	0.1102	0.3944	-0.2680	0.8387	1.1561	0.5533	1.3379	0.6695	0.5866	1.2272	1.3889	-0.4105	-0.3674
MRPS30	10884	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC494141	494141	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OR2T11	127077	-3.0108	-0.5388	-0.8669	0.7649	-0.6569	-0.4729	1.3690	0.1191	-0.9902	-0.9989	-1.8755	1.0756	-0.5597	0.1104	1.5217	0.8760	0.5704	-0.7888	-2.6740	-0.6291	-0.3218	-0.4329	0.5548	1.0374	0.1712	1.0895	0.3795	1.2422	-0.6239	1.5894	0.4871	-0.7402
ZNF184	7738	-0.5785	0.0439	-0.7673	0.7878	-1.0542	-1.5298	-0.7093	-1.2904	0.5717	0.7087	2.3928	-1.2120	0.1118	0.2578	-0.9230	0.2123	-0.7025	-0.5574	1.3342	0.2067	-0.3772	0.2693	0.0433	-1.3438	0.9797	1.0873	0.6988	0.5530	-0.1661	0.6225	0.0659	-1.0901
TCEB3B	51224	1.6874	1.8459	-2.3377	-0.5654	-1.3015	-0.1471	-1.1471	-0.2334	-0.2796	0.4347	-0.9885	0.6398	-0.1354	-0.4830	-0.5870	0.8870	-0.1337	-0.0046	1.4828	-0.5693	3.9938	-0.3029	-1.2875	-0.2751	-0.5758	0.2998	0.4673	-0.0580	-0.1259	-0.3785	-0.3435	-0.9924
ADAM21	8747	1.6664	0.7101	-0.0719	-0.5999	0.6286	1.5447	-0.5759	0.4858	0.3268	-1.2850	-0.2520	0.6497	0.2367	-1.1787	1.7670	-2.1283	1.0780	-0.1955	2.0583	0.3277	1.5265	-0.1389	0.0345	-1.1624	-0.1159	-0.9401	-1.2017	-0.8567	0.1351	-0.5366	-1.6779	0.7781
GDPD1	284161	0.9580	-1.7237	-0.8228	-0.7649	2.2409	-0.0633	-0.9713	1.1372	-0.6237	-0.3801	-0.0633	-0.3389	-1.0519	0.2713	-1.0170	1.0743	-1.2493	-0.6857	-0.1321	1.5066	1.3079	1.0870	2.5659	0.2323	-0.4281	-0.9129	0.5306	0.5936	1.3636	0.3020	1.7927	-1.2180
EPPIN	57119	0.9628	-3.4713	-0.0634	0.9475	0.7549	0.5860	-0.4230	0.5662	0.8570	-0.8353	0.3080	0.5337	-0.0121	1.0030	0.0531	-2.3546	-3.7183	-0.9586	-0.9259	-1.1656	1.8759	0.8557	1.1930	0.1435	0.1517	0.9135	0.8984	0.8582	0.0095	1.2026	0.8806	0.0663
PRR14	78994	0.8901	-1.6052	0.3574	-0.7682	2.1318	1.5040	-1.7730	-0.7658	1.3247	-0.2941	1.6533	0.8848	2.7733	1.0817	0.1130	-1.2300	-0.3121	0.0864	-0.1115	1.0270	0.6190	0.6261	-0.0511	-0.3060	-0.1262	0.4026	0.2913	-1.2185	-0.6327	-2.3998	-0.8975	-0.0734
KCTD9	54793	-1.3901	0.5236	0.2658	-0.6269	-0.7968	0.6731	0.8373	-1.9112	-0.5152	1.0196	-1.2458	-1.7551	-0.6496	0.0769	0.4418	1.5330	0.3216	0.7331	-1.0853	-2.1825	-2.6200	-1.7655	-1.6486	0.2554	-1.4192	0.0362	0.2836	-0.2642	-0.6433	-0.8491	0.8915	-0.7507
NUDT3	11165	-1.1270	0.3699	0.5232	1.8860	-0.0264	-1.3300	-0.7819	-1.0329	-0.9144	1.3935	0.1795	0.6862	0.1810	-0.1456	0.2847	0.0033	0.1877	-0.5567	-1.3722	1.0091	-0.7359	-0.1264	1.0417	2.1505	3.2096	1.6587	-0.0308	1.9823	0.9380	1.2424	-0.7878	-0.1923
HHIPL1	84439	-0.0052	0.8117	-0.8784	-1.1098	-0.0238	0.2402	0.8718	-0.7888	2.0389	-0.4691	0.7992	0.3027	0.9283	-0.0018	2.7013	0.4172	-0.0026	-0.0678	0.1201	-1.5472	-1.5885	1.3972	-0.4636	1.2169	-0.9622	-1.4629	-2.1807	-0.4214	0.5333	0.8170	-0.7358	-0.3363
HIST1H4K	8362	0.3313	0.2697	1.4600	0.3870	-0.6659	-0.0878	-0.8351	0.2296	0.1944	-0.1709	1.4434	-1.2224	-0.5920	-1.1168	-0.4463	1.9774	1.8043	0.0858	-0.1343	-0.2184	-0.9632	-0.1201	0.2403	1.1636	1.3045	1.3025	0.4937	1.3045	-0.2463	0.4912	-0.4971	-1.4865
DFNA5	1687	-0.9264	1.5595	0.9606	-0.9855	0.6545	0.4503	-0.9968	-0.1399	0.7273	-0.8203	0.7434	0.3995	1.1054	-0.6671	1.4362	-0.6798	1.5786	0.2398	1.1222	0.2704	0.0190	-0.1708	-0.6560	-0.7066	-1.2826	-1.5158	1.5315	-0.0888	-0.1211	-0.2111	-0.4523	0.6755
GABPA	2551	0.3635	-0.4527	-0.2852	-0.2716	0.5533	-0.8367	-0.3687	0.5441	0.3217	-0.3512	-0.5279	1.8423	0.3367	-0.8659	1.2456	0.1629	-0.7955	-0.3988	-0.4920	-0.5381	0.3703	0.5382	1.9797	2.8133	0.2887	3.1998	0.3130	0.4911	6.0891	0.9208	-0.9673	-0.5066
FAM161B	145483	-0.3071	0.8379	-0.6679	-0.4259	-0.5615	0.8562	0.7196	-0.3845	1.2618	0.5713	1.3057	-0.0952	0.0310	-0.8316	0.3440	0.7564	0.2021	0.0946	1.8312	-1.1914	-0.6862	0.1750	-0.2864	-1.2846	-1.8751	-2.3177	-0.0685	-1.1007	2.3556	0.6620	0.5210	-0.6211
POLB	5423	0.0315	-0.5956	0.8231	0.8597	0.6343	0.2588	-0.6845	-1.8990	-1.1845	-0.7102	-0.1105	-0.1639	-1.0339	2.9088	-0.6705	0.2323	0.2691	0.8640	0.0625	-0.9086	-1.1086	-2.7029	-1.0629	-0.0445	-0.9936	0.1291	0.4382	-0.7025	-0.9815	0.3493	0.5280	-0.7172
PTAR1	375743	-0.6072	-1.3802	-2.0470	1.3442	-0.6569	-0.3422	0.1681	-0.8631	-0.4047	1.2133	0.2575	-2.0875	-0.4398	1.5052	-1.9024	-0.8307	-0.6971	0.2830	0.6123	-0.3007	-0.8298	0.5083	-1.2302	-0.8859	-0.5443	-0.1648	-0.5730	-1.6447	0.8818	-1.0427	1.6817	-1.2434
SEC31A	22872	-3.3796	-0.7518	-2.1565	-0.0265	0.6857	0.3047	1.0798	0.9567	-0.5052	2.0995	0.8570	-0.4708	1.6117	-0.9338	1.0684	-0.3209	-0.4226	0.5272	1.1738	-1.0271	-2.5135	-0.4551	-1.5152	2.2597	0.5549	0.7707	0.3415	-0.7896	0.0571	0.1588	-1.5266	-0.1121
TRIM58	25893	-1.3240	1.2637	0.9780	-0.5368	0.5259	1.0201	-0.5987	-0.3982	1.3006	-0.1413	0.6927	-0.5762	1.0274	0.1080	-1.1308	0.5700	1.0424	1.1644	1.2004	-0.7877	-2.0178	0.1993	-1.3843	0.1280	-0.6167	-0.1557	0.0882	-0.7612	1.6920	-0.4194	-0.2842	0.1177
TAS2R14	50840	-3.2084	0.1764	1.0856	-0.1593	0.4017	0.6133	-0.0056	-0.1179	0.2926	0.3343	0.4679	0.3387	0.8126	0.4840	0.5175	-0.4862	0.7228	-0.0954	0.7117	0.6755	1.1486	0.2772	0.4309	0.3182	0.6140	0.9997	0.2615	0.6267	0.0283	0.4380	-0.1691	0.7960
VPS8	23355	-1.0820	-0.4648	-1.3035	-0.4696	0.0432	0.5527	-0.5768	0.6321	-0.0273	-0.2865	-0.0438	1.4999	0.8853	0.7199	2.0837	-2.2696	-0.9649	-0.3167	0.1260	1.8365	1.8305	2.1103	1.0398	0.1374	0.9928	-1.3006	0.1583	-0.6609	3.0397	-0.5524	0.9462	1.1508
H1F0	3005	1.2533	1.9816	-0.9615	-1.7450	-0.1174	-1.2638	-1.0990	0.1983	-0.9062	-1.5697	-0.5169	0.8759	0.5507	1.2925	0.9330	-2.1304	-1.1436	-1.8086	0.4220	1.2693	1.1399	0.9152	1.5002	1.7627	0.0362	2.6644	0.5707	-1.0091	1.9485	1.0448	-0.6013	0.5230
PRKCB	5579	-0.1557	-0.0599	-0.2634	-1.0832	0.2817	-2.0180	0.0664	0.9592	1.4551	0.2326	1.8527	0.9886	-0.5136	-0.6171	0.3785	-0.2861	0.0769	0.4618	1.3176	0.2162	-0.3011	-0.2630	-1.6667	-0.8514	-0.3650	-1.3070	-2.0353	-1.3970	0.2656	-0.2795	-0.4856	0.2438
UGT2A1	10941	-0.1731	-0.2065	-0.8739	0.0510	-0.9422	-0.2113	-0.7229	0.5690	-0.5529	-0.8040	-0.6737	0.8964	-0.8517	-1.4778	1.0680	1.2142	0.0462	-0.0365	-1.4746	-0.4750	1.4192	-0.7722	0.0335	-0.8135	0.6643	2.1724	0.5483	1.2253	-0.3876	0.4435	0.0096	-0.6514
TOR1B	27348	0.0747	-1.3226	-0.2524	-1.1164	-0.4352	0.7141	-0.6508	-0.1577	-0.5427	-1.4057	0.5707	0.4577	0.5687	0.7952	0.2397	-0.9312	0.8713	0.7981	1.2917	-1.3978	-0.5393	0.4273	0.3723	-0.4666	1.5947	-0.8015	-0.2790	-1.2701	-0.4219	-1.1016	-1.2917	0.6562
LSS	4047	0.5591	-0.5074	-2.0561	-0.4902	-1.4315	0.2495	0.9834	0.8355	1.1865	0.5755	-0.0428	3.0418	0.3472	1.4649	0.1051	-0.5633	-0.0489	-1.4362	0.8566	1.6290	2.0083	1.6457	1.4317	0.0957	-0.1426	0.3991	0.9797	-0.3981	-0.1710	-0.6987	-0.6485	1.2474
KLHL30-AS1	394261	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HNRNPC	3183	0.3130	-0.4996	0.3448	0.7966	1.0532	3.6206	0.0145	1.7890	-1.9168	1.6474	0.3943	-0.5901	0.8030	-0.6814	3.9509	0.9937	0.5765	-0.1251	-1.0370	-2.0162	-2.4201	-1.2486	1.6100	1.8618	2.4041	3.5277	-2.6252	-0.5434	-1.3621	-2.0431	2.6937	-1.1312
TMEM100	55273	1.4641	-1.1960	0.3140	-0.7090	-0.8507	-1.3697	1.1762	1.8181	-0.0078	1.7006	0.0411	-3.2700	-0.9391	1.4430	-2.9893	-0.8183	-0.1361	2.5974	-0.5273	1.2199	-0.9998	-1.3624	-2.5189	2.0647	-2.0923	-1.0839	0.4553	1.5335	-0.9078	-0.3310	1.1619	0.5411
OR51M1	390059	1.8812	0.0736	-1.5434	-0.1201	-1.0735	0.4284	1.0664	1.4006	0.3291	-0.0758	0.9514	-1.2534	0.7793	0.8924	-1.6436	-1.3025	0.5365	0.1119	-0.8180	0.5857	0.0972	-0.1751	0.5218	-1.0450	-0.1967	0.4569	-0.6214	-0.2203	-0.5024	-0.3845	-1.1433	0.2790
CCDC142	84865	1.7249	1.4709	-1.5516	0.3078	1.2600	0.0456	-0.5151	0.4981	0.1736	-0.6130	-1.6111	0.0223	-0.6623	0.2290	-0.6322	-0.5979	1.5989	1.2819	1.7016	1.8556	2.7524	3.4665	3.7095	1.5428	0.9472	-1.6365	-1.2428	-0.1228	-0.0605	-2.7037	-1.0450	-1.3839
